"id","cout_materiaux_ht","cout_implementation_ht","cout_total_ht","cout_induit_ht","date_sigture_devis","date_facture","date_x","annee_travaux","revenu_mo","climat","Code Région","region","Code département","departement","type_logement","annee_construction","constr_cat","nb_pieces","surf_habitable","montant_aides_fincieres","type_aides_fincieres","renovation_globale","marque","modele","poste_isolation","isolant","epaisseur","resistance","surface","lambda"
"2384",,,6824.64455,,,"10/11/2011","10/11/2011",2011,,"H1",24,"CVL",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",200,5,145,0.035
"2385",,,6825.592417,,,"13/02/2014","13/02/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,3.8,42,
"2386",,,6832,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1973,"de 1945 à 1973",3,77,6788,"AH HABITER MIEUX COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"RAMPANTS","LAINE VEGETALE",230,5.9,98,
"2387",,,6849.2891,,,"21/06/2009","21/06/2009",2009,,"H1",24,"CVL",,,,,,,,,,,,,"ITE","LAINE VEGETALE",110,2.8,117,0.04
"2388",,,6850,,"20/09/2016",,"20/09/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITE","LAINE MINERALE",120,3.8,145.28,0.032
"2389",6860,,6860,,"21/05/2018","24/08/2018","24/08/2018",2018,,"H3",94,"COR","2A","CORSE-DU-SUD","INDIVIDUEL",1989,"de 1974 à 1990",3,106,,,"RENOVATION A PLUSIEURS GESTES DE TRAVAUX",,,"PLANCHER BAS","PLASTIQUES",135,3.8,100,
"2390",,,6870,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1973,"de 1945 à 1973",4,115,17700,"AH HABITER MIEUX DEPARTEMENT COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES","LAINE MINERALE",240,7,90,
"2391",,,6874.881517,,,"19/12/2011","19/12/2011",2011,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","PLASTIQUES",130,3.6,48,
"2392",,,6878.672986,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,130,,,,,,"PLANCHER BAS",,,,,
"2393",,,6881,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,120,1800,"DEPT - AIDE A L'HABITAT DURABLE","Isolation des combles amégeables et remplacement de toutes les menuiseries bois",,,"RAMPANTS",,,,,
"2394",,,6881,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,120,500,"CODAH - ASE","Isolation des combles amégeables et remplacement de toutes les menuiseries bois",,,"RAMPANTS",,,,,
"2395",,,6881,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,120,4235,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","Isolation des combles amégeables et remplacement de toutes les menuiseries bois",,,"RAMPANTS",,,,,
"2396",,,6881,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,120,1600,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Isolation des combles amégeables et remplacement de toutes les menuiseries bois",,,"RAMPANTS",,,,,
"2397",,,6882,,,,,,,,76,"OCC",,,,,,,,,,,,,"SARKING","PLASTIQUES",,,33,
"2398",,,6892.890995,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,99,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2399",,,6893,,"22/06/2018","25/06/2018","25/06/2018",2018,21539,"H1",24,"CVL","45","LOIRET","INDIVIDUEL",1900,"av. 1945",6,140,,,"RENOVATION A PLUSIEURS GESTES DE TRAVAUX","ISOVER","GR32","ITI","LAINE MINERALE",140,4.4,102,0.032
"2400",,,6894,,"19/03/2018",,"19/03/2018",2018,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE VEGETALE",240,6,109,0.04
"2401",,,6906.161137,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"2402",,,6917.535545,,,,,,12746,"H1",32,"HDF",,,"INDIVIDUEL",1900,"av. 1945",,41,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2403",,,6920.379147,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"RAMPANTS",,,,,
"2404",,,6942.180095,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1970,"de 1945 à 1973",,107,,,,,,"RAMPANTS",,,,,
"2405",1485.308057,5460.663507,6945.971564,,,"16/06/2009","16/06/2009",2009,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,6,121,
"2406",795.2606635,6153.554502,6949.763033,,,"30/04/2010","30/04/2010",2010,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,6,104,
"2407",,,6954.50237,,,,,,14505,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,100,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2408",,,6975.35545,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,164,,,,,,"COMBLES PERDUES",,,,,
"2409",,,6992,,,,,,,"H2",52,"PDL","53","MAYENNE","INDIVIDUEL",,,,,,"CITE. CEE","Rénovation à plusieurs gestes de travaux","KUF","ACOUSTIPLUS 032","ITI","LAINE MINERALE",120,3.8,99,0.032
"2410",,,7000,,,,,,,"H2",84,"ARA",,,,,,,,,,,,,"COMBLES PERDUES",,,,,
"2411",,,7005,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,74,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Isolation des 2 murs par l'extérieur (Est/Ouest)

+ changement 2 velux et 2 fen�tres

+ vmc hygro B

(si insuffisant rplcmt 2 radiateurs elec par gaz au R+1/R+2)",,,"ITI",,,,,
"2412",,,7005,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,74,5175,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","Isolation des 2 murs par l'extérieur (Est/Ouest)

+ changement 2 velux et 2 fen�tres

+ vmc hygro B

(si insuffisant rplcmt 2 radiateurs elec par gaz au R+1/R+2)",,,"ITI",,,,,
"2413",,,7005,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,74,2000,"CODAH - ASE","Isolation des 2 murs par l'extérieur (Est/Ouest)

+ changement 2 velux et 2 fen�tres

+ vmc hygro B

(si insuffisant rplcmt 2 radiateurs elec par gaz au R+1/R+2)",,,"ITI",,,,,
"2414",,,7005,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,74,1200,"DEPT - AIDE A L'HABITAT DURABLE","Isolation des 2 murs par l'extérieur (Est/Ouest)

+ changement 2 velux et 2 fen�tres

+ vmc hygro B

(si insuffisant rplcmt 2 radiateurs elec par gaz au R+1/R+2)",,,"ITI",,,,,
"2415",,,7010,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,110,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Chaudi�re et isolation plafaond cave",,,"PLANCHER BAS",,,,,
"2416",,,7010,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,110,1500,"DEPT - AIDE A L'HABITAT DURABLE","Chaudi�re et isolation plafaond cave",,,"PLANCHER BAS",,,,,
"2417",,,7010,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,110,8098,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","Chaudi�re et isolation plafaond cave",,,"PLANCHER BAS",,,,,
"2418",,,7010,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,110,2000,"CODAH - ASE","Chaudi�re et isolation plafaond cave",,,"PLANCHER BAS",,,,,
"2419",1891.943128,5126.066351,7018.009479,,,"13/03/2009","13/03/2009",2009,,"H1",24,"CVL",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,6.9,108,0.035
"2420",,,7049.2891,,,,,,15084,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,140,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2421",,,7080.56872,,,,,,20609,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,90,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2422",,,7101,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME",,,,,,1600,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Isolation des combles et couverture et remplacement des velux",,,"RAMPANTS",,,,,
"2423",,,7101,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME",,,,,,3395,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Isolation des combles et couverture et remplacement des velux",,,"RAMPANTS",,,,,
"2424",,,7101,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME",,,,,,500,"CODAH - ASE","Isolation des combles et couverture et remplacement des velux",,,"RAMPANTS",,,,,
"2425",,,7101,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME",,,,,,1500,"DEPT - AIDE A L'HABITAT DURABLE","Isolation des combles et couverture et remplacement des velux",,,"RAMPANTS",,,,,
"2426",,,7109.004739,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,120,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2427",,,7109.004739,,,,"08/12/2011",2011,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITI","LAINE VEGETALE",130,3.3,50,0.04
"2428",,,7109.004739,,,"05/07/2011","05/07/2011",2011,,"H2",24,"CVL",,,,,,,,,,,,,"ITE","PLASTIQUES",100,2.8,38,
"2429",,,7116.587678,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1880,"av. 1945",,110,,,,,,"ITI",,,,,
"2430",,,7119.43128,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1800,"av. 1945",,190,,,,,,"ITI",,,,,
"2431",2700,4430,7130,1100,"27/09/2016","27/08/2018","27/08/2018",2018,,"H1",28,"NOR","27","EURE","INDIVIDUEL",1875,"av. 1945",5,80,,,,"STEICO","FLEX","COMBLES PERDUES","LAINE VEGETALE",240,6,84,
"2432",,,7131.753555,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,112,,,,,,"ITI",,,,,
"2433",,,7138.388626,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,110,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2434",,,7147.867299,,,"28/11/2011","28/11/2011",2011,,"H2",24,"CVL","36","INDRE",,,,,,,,,,,"ITE","PLASTIQUES",120,3.5,33,
"2435",,,7168.720379,,,,,,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",,6,102,
"2436",,,7194.312796,,,"24/01/2012","24/01/2012",2012,,"H1",24,"CVL",,,,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",350,7.5,110,
"2437",,,7194.312796,,,"11/10/2011","11/10/2011",2011,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","PLASTIQUES",130,3.6,71,
"2438",,,7196,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,9107,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation murs ouest partiel (voisin) et nord (jardin)

+ isolation toiture 

+ poele à granulés

+ caloporteurs au R+1",,,"ITI",,,,,
"2439",,,7196,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,2000,"CODAH - ASE","isolation murs ouest partiel (voisin) et nord (jardin)

+ isolation toiture 

+ poele à granulés

+ caloporteurs au R+1",,,"ITI",,,,,
"2440",,,7196,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,90,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation murs ouest partiel (voisin) et nord (jardin)

+ isolation toiture 

+ poele à granulés

+ caloporteurs au R+1",,,"ITI",,,,,
"2441",,,7197.156398,,"06/03/2015",,"06/03/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",260,6.5,65.5,
"2442",,,7197.156398,,"06/03/2015",,"06/03/2015",2015,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",260,6.5,17,
"2443",,,7203.791469,,,,,,59129,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,319,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2444",,,7204,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,50,1500,"DEPT - AIDE A L'HABITAT DURABLE","toiture",,,"RAMPANTS",,,,,
"2445",,,7209.478673,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,77,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2446",5770.616114,1442.654028,7213.270142,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",1985,"de 1974 à 1990",,,,,,,,"COMBLES PERDUES",,,,,
"2447",,,7219.905213,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,38,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2448",,,7232.227488,,,"12/07/2011","12/07/2011",2011,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",340,7.5,80,
"2449",,,7236.018957,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1997,"ap. 1990",,174,,,,,,"PLANCHER BAS",,,,,
"2450",,,7241.706161,,,"11/10/2011","11/10/2011",2011,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"SARKING","PLASTIQUES",130,3.6,72,
"2451",,,7241.706161,,,"11/10/2011","11/10/2011",2011,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","PLASTIQUES",130,3.6,72,
"2452",,,7250.236967,,,"15/01/2014","15/01/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,3.8,45,
"2453",,,7267,,"21/11/2016",,"21/11/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITI","LAINE MINERALE",120,3.8,169,0.032
"2454",,,7269,837,"13/10/2015","15/01/2016","15/01/2016",2016,,"H1",44,"GDE","67","BAS-RHIN","INDIVIDUEL",1979,"de 1974 à 1990",,150,,,"RENOVATION SIMPLE","ROCKWOOL","ROCKPLUS","COMBLES PERDUES","LAINE MINERALE",220,6.4,30,
"2455",,,7290.995261,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"BBC RENOVATION",,,"RAMPANTS",,,,,
"2456",,,7292.890995,,,,,,24036,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1976,"de 1974 à 1990",,115,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2457",,,7295.734597,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,96,,,,,,"ITI",,,,,
"2458",,,7297.630332,,,"16/08/2015","16/08/2015",2015,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,4.4,72.43,
"2459",2433,4866,7298,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR","27","EURE","INDIVIDUEL",1850,"av. 1945",,115,12234,"HABITER MIEUX DEPARTEMENT","Rénovation à plusieurs gestes de travaux",,,"ITE","LAINE VEGETALE",160,,42.46,
"2460",,,7298.578199,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,122,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2461",,,7300.473934,,,"28/09/2013","28/09/2013",2013,,"H1",24,"CVL",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",220,6,90,0.037
"2462",,,7308.056872,,,"17/03/2014","17/03/2014",2014,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,3.8,42,
"2463",2489.099526,4819.905213,7309.004739,,,"10/08/2009","10/08/2009",2009,,"H1",24,"CVL",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,6,90,
"2464",,,7309.952607,8182.938393,"04/06/2018","24/08/2018","24/08/2018",2018,,"H2",76,"OCC",,,"INDIVIDUEL",,,,,,,"RENOVATION SIMPLE","ACTIS","TRIO SUPER 12 BOOST R","RAMPANTS",,,6.2,102,
"2465",,,7327.014218,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1970,"de 1945 à 1973",,96,,,,,,"PLANCHER BAS",,,,,
"2466",,,7341,,"19/03/2016",,"19/03/2016",2016,,"H2",53,"BRE",,,,,,,,,,,,,"ITI","LAINE MINERALE",120,3.8,121.1,0.032
"2467",,,7349.763033,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,162,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2468",,,7356.398104,,,"13/12/2013","13/12/2013",2013,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,3.8,53.51,
"2469",,,7361.137441,,,,,,,"H1",32,"HDF",,,"INDIVIDUEL",1949,"de 1945 à 1973",,100,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2470",,,7371.563981,,,,,,9369,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,67,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2471",,,7380.094787,,,"11/10/2011","11/10/2011",2011,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","PLASTIQUES",130,3.6,65,
"2472",,,7381,,"26/11/2016",,"26/11/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",200,6.3,97,0.0317
"2473",,,7381,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1900,"av. 1945",6,123,18200,"AH HABITER MIEUX DEPARTEMENT COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"RAMPANTS","LAINE VEGETALE",240,6.3,105,
"2474",2023,5370,7393,,,,"02/10/2011",2011,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",260,6,43.5,0.0433
"2475",,,7424,,"03/08/2018",,"03/08/2018",2018,,"H2",53,"BRE",,,,,,,,,,,,,"ITI","LAINE VEGETALE",140,3.8,110.22,0.0373
"2476",5890.047393,1540.28436,7430.331754,,,"31/05/2011","31/05/2011",2011,,"H1",24,"CVL",,,,,,,,,,,,,"PLANCHER BAS","LAINE VEGETALE",150,3.6,94,
"2477",,,7431.279621,,,,,,13506,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,57,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2478",,,7433.175355,,,,,,32083,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,95,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2479",,,7452.132701,,,"30/09/2013","30/09/2013",2013,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,4,49.45,
"2480",,,7455.924171,,,"08/03/2011","08/03/2011",2011,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"RAMPANTS","LAINE MINERALE",200,5,83,
"2481",,,7456,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,145,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation 1 mur par extérieur

+ remplacement chaudi�re et Ecs

+ remplacement 7 fen�tres et 3 fen�tres de toit",,,"ITI",,,,,
"2482",,,7456,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,145,4439,"CHEQUE ENERGIE REGION","isolation 1 mur par extérieur

+ remplacement chaudi�re et Ecs

+ remplacement 7 fen�tres et 3 fen�tres de toit",,,"ITI",,,,,
"2483",,,7456,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,145,1200,"DEPT - AIDE A L'HABITAT DURABLE","isolation 1 mur par extérieur

+ remplacement chaudi�re et Ecs

+ remplacement 7 fen�tres et 3 fen�tres de toit",,,"ITI",,,,,
"2484",,,7456,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,145,2000,"CODAH - ASE","isolation 1 mur par extérieur

+ remplacement chaudi�re et Ecs

+ remplacement 7 fen�tres et 3 fen�tres de toit",,,"ITI",,,,,
"2485",,,7456,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,145,10000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation 1 mur par extérieur

+ remplacement chaudi�re et Ecs

+ remplacement 7 fen�tres et 3 fen�tres de toit",,,"ITI",,,,,
"2486",,,7458.767773,,,,"26/07/2010",2010,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,6,,0.04
"2487",,,7481.516588,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"2488",,,7484.36019,,,,,,59129,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,319,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2489",,,7501.421801,,,,,,11737,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,60,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2490",2005.687204,5499.526066,7505.21327,,,"25/09/2009","25/09/2009",2009,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",200,5.7,114,0.035
"2491",,,7526.066351,,,"29/10/2009","29/10/2009",2009,,"H1",11,"IDF","91","ESSONNE",,,,,,,,,,,"RAMPANTS","LAINE MINERALE",240,6,138,
"2492",,,7533,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","COLLECTIF",,,,92,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation murs

+ remplacement menuiseries

+ vmc hygro réglable",,,"ITI",,,,,
"2493",,,7533,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","COLLECTIF",,,,92,7000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation murs

+ remplacement menuiseries

+ vmc hygro réglable",,,"ITI",,,,,
"2494",,,7533,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","COLLECTIF",,,,92,2000,"CODAH - ASE","isolation murs

+ remplacement menuiseries

+ vmc hygro réglable",,,"ITI",,,,,
"2495",,,7536.492891,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,,,,,,
"2496",,,7544.075829,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1949,"de 1945 à 1973",,88,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2497",,,7551,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1900,"av. 1945",6,97,13523,"HABITER MIEUX COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"ITE","LAINE MINERALE",140,4.4,35,
"2498",,,7555.450237,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1850,"av. 1945",,110,,,,,,"COMBLES PERDUES",,,,,
"2499",6577.251185,986.7298578,7563.981043,,,,,,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE VEGETALE",,6,42,
"2500",,,7565.876777,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,"ITI",,,,,
"2501",5237.914692,2327.962085,7565.876777,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",1951,"de 1945 à 1973",,,,,,,,"RAMPANTS",,,,,
"2502",,,7569.668246,,,,,,19897,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,126,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2503",,,7575,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1973,"de 1945 à 1973",4,115,17700,"HABITER MIEUX DEPARTEMENT  COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"ITI","LAINE MINERALE",100,3.7,85,
"2504",,,7581.042654,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,110,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2505",,,7581.042654,,,"05/12/2014","05/12/2014",2014,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","PLASTIQUES",900,4,54,0.023
"2506",,,7582.938389,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,150,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2507",,,7582.938389,,,,,,2068,"H1",32,"HDF","02","AISNE","COLLECTIF",1949,"de 1945 à 1973",,66,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2508",,,7582.938389,,,,,,17002,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,100,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2509",,,7582.938389,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,104,,,,,,"COMBLES PERDUES",,,,,
"2510",,,7582.938389,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1964,"de 1945 à 1973",,65,,,,,,"ITI",,,,,
"2511",,,7582.938389,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,140,,,,,,"PLANCHER BAS",,,,,
"2512",,,7582.938389,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,104,,,,,,"ITI",,,,,
"2513",,,7582.938389,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,113,,,,,,"ITI",,,,,
"2514",,,7582.938389,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1800,"av. 1945",,150,,,,,,"COMBLES PERDUES",,,,,
"2515",,,7582.938389,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,150,,,,,,"COMBLES PERDUES",,,,,
"2516",,,7582.938389,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1962,"de 1945 à 1973",,67,,,,,,"ITI",,,,,
